name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,,,,PREDICTED AVERAGE TAKEDOWNS LANDED PER 15 MINUTES,UNIQUE HEIGHTS,UNIQUE WEIGHTS
Kristian Rothaermel,,4,3,0,182.88,92.99,,Open Stance,1/31/1972,0.75,50,2.49,41,0,0,0,0,,,,0.674070223,,
Jamahal Hill,Sweet Dreams,12,1,0,193.04,92.99,200.66,Southpaw,5/19/1991,7.31,54,3.35,47,0,0,73,0,,,,1.519088308,,
Chad Cook,,10,12,0,187.96,92.99,,,,0,0,0,0,0,0,0,0,,,,0.576886636,,
Mark Striegl,Mugen,18,4,0,172.72,65.77,177.8,Southpaw,6/23/1988,1.4,45,4.07,40,0,0,66,0,,,,0.759367166,,
SeungGuk Choi,,7,3,0,167.64,56.7,162.56,Orthodox,12/26/1996,2.69,42,2.69,65,1.02,27,74,0,,,,0.927279269,,
Ray Sefo,Sugarfoot,2,2,0,182.88,108.86,,Orthodox,2/15/1971,0.86,31,1.71,72,0,0,66,0,,,,0.689942782,,
Joe Hernandez,,0,1,0,,,,,,0,0,0,0,0,0,0,0,,,,0.579263833,,
Sandra Lavado,Peruvian Zombie,10,3,0,170.18,52.16,167.64,Orthodox,5/3/1994,0.87,37,2.67,34,0,0,33,0,,,,0.6926313,,
Hugo Viana,Wolverine,8,4,0,167.64,61.23,170.18,Orthodox,9/26/1982,3.05,38,3.2,57,0.22,6,50,0,,,,0.97498947,,
Claudio Mattos,Popeye,5,4,0,,83.91,,Orthodox,,0,0,3.53,0,0,0,0,0,,,,0.581299544,,
Gareth Joseph,,9,5,0,,92.99,,,,0,0,0,0,0,0,0,0,,,,0.582155711,,
Tom Watson,Kong,17,9,0,185.42,83.91,185.42,Orthodox,7/13/1982,4.01,44,4.41,50,0.15,7,43,0,,,,1.100021016,,
Steve Bosse,The Boss,12,2,0,180.34,92.99,182.88,Orthodox,7/29/1981,5.99,52,5.38,50,0.92,33,100,0,,,,1.357143021,,
Tiki Ghosn,,10,7,1,177.8,77.11,,Orthodox,2/9/1977,2.78,46,2.94,58,0.41,50,61,0,,,,0.942903822,,
Brunno Ferreira,The Hulk,10,1,0,177.8,83.91,182.88,Orthodox,11/4/1992,5.79,53,5.22,47,0,0,50,0,,,,1.333251053,,
Jhonata Diniz,,6,0,0,193.04,115.21,200.66,Orthodox,6/23/1991,7.69,42,7.38,36,0,0,100,0,,,,1.584703377,,
Stephanie Luciano,Rondinha,5,1,1,167.64,52.16,165.1,Orthodox,12/16/1999,5.8,57,2.33,61,1,100,83,0,,,,1.344843542,,
Erick Gonzalez,The Ghost Pepper,14,8,0,180.34,70.31,190.5,Orthodox,1/20/1992,2.4,36,8.08,40,6,55,50,0,,,,0.897450117,,
Paul Varelans,The Polar Bear,9,9,0,203.2,136.08,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.577395062,,
Bharat Kandare,Daring,5,3,0,170.18,61.23,182.88,Orthodox,6/20/1987,0.7,10,1.88,72,0,0,0,0,,,,0.670262507,,
Drew Dimanlig,,3,4,0,,83.91,,,,3.7,73,3.17,20,0,0,0,0,,,,1.064901657,,
Yousri Belgaroui,Baby Face Assassin,5,3,0,195.58,83.91,200.66,Orthodox,7/7/1987,2.2,47,3.2,51,0,0,75,0,,,,0.86882706,,
John Makdessi,The Bull,18,9,0,172.72,70.31,172.72,Orthodox,5/3/1985,5.52,49,4.15,68,0,0,86,0,,,,1.306382912,,
James Barnes,Mooka,14,5,0,172.72,61.23,180.34,Orthodox,5/28/1982,0.57,34,3.02,39,1.08,16,40,0,,,,0.655007568,,
Mitchell Sipe,No Dice,4,1,0,187.96,111.13,,Orthodox,4/9/1996,5.5,56,9.98,46,1.53,20,0,0,,,,1.307206798,,
Daniel Spitz,,6,3,0,200.66,111.13,208.28,Orthodox,7/31/1990,2.6,35,5.3,46,0.74,66,0,0,,,,0.923030669,,
Raja Shippen,,18,11,1,167.64,65.77,,,,0,0,0,0,0,0,0,0,,,,0.579238576,,
Ailiya Muratbek,,9,2,0,,70.31,,,,0,0,0,0,0,0,0,0,,,,0.580099555,,
Michal Figlak,Mad Dog,8,1,0,177.8,70.31,177.8,Orthodox,8/15/1996,1.87,29,4,44,1,20,57,0,,,,0.827625357,,
Yohan Banks,,2,1,0,,,,,,0,0,0,0,0,0,0,0,,,,0.58081265,,
Jose Canseco,,0,1,0,193.04,108.86,,Orthodox,7/2/1964,0.78,10,4.68,62,0,0,0,0,,,,0.684419893,,
Chad Griggs,The Grave Digger,11,3,0,185.42,92.99,185.42,Orthodox,5/15/1978,2.67,50,2.22,46,1.51,66,41,0,,,,0.933835823,,
Dmitri Stepanov,,0,1,0,190.5,98.43,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.582172286,,
Josh Haynes,Bring the Pain,14,11,0,175.26,77.11,,Orthodox,7/30/1977,1.25,22,4.03,52,0.94,18,42,0,,,,0.747207964,,
Seichi Ikemoto,,21,19,5,180.34,76.2,,Orthodox,8/24/1975,2.59,32,3.74,57,1.23,26,60,0,,,,0.923050538,,
Matt Skelton,,0,1,0,190.5,120.2,,Orthodox,1/23/1967,0,0,0.54,0,0,0,66,0,,,,0.582637797,,
Lina Kvokov,,0,3,0,175.26,61.23,,Orthodox,,2.31,30,12.12,19,0,0,0,0,,,,0.886445752,,
Aurelijus Kerpe,,11,22,0,,,,Orthodox,,1.26,16,8.21,31,0,0,0,0,,,,0.749437435,,
Todd Duffee,,9,3,0,190.5,117.93,198.12,Orthodox,12/6/1985,5.93,37,2.87,56,0.72,25,90,0,,,,1.362228605,,
Lyman Good,Cyborg,21,6,0,182.88,77.11,187.96,Orthodox,5/26/1985,5.34,48,4.01,63,0.27,100,75,0,,,,1.286684756,,
Jutaro Nakao,,25,19,4,175.26,77.11,,Southpaw,11/30/1970,0.53,38,1.06,44,0.38,50,56,0,,,,0.654352118,,
Pietro Menga,,13,0,0,170.18,56.7,172.72,Southpaw,2/15/1988,0,0,0,0,0,0,0,0,,,,0.584762738,,
Isis Verbeek,Fight Queen,5,2,0,162.56,52.16,162.56,Orthodox,1/12/1995,3.13,43,3.53,53,0,0,66,0,,,,0.997942365,,
Shane Primm,,5,5,0,190.5,92.99,,Orthodox,7/30/1984,0.83,26,2.25,62,1.78,20,0,0,,,,0.695574923,,
Charles McTorry,,3,0,0,,,,,,0,0,0,0,0,0,0,0,,,,0.584771534,,
Mike Bourke,The Rhino,10,16,1,182.88,124.74,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.585654293,,
Naho Sugiyuma,Sugi Rock,12,5,0,154.94,47.63,,,,2.59,48,2.45,71,2.05,100,66,0,,,,0.927687006,,
Anthony Lapsley,The Recipe,23,7,0,175.26,77.11,,Southpaw,2/13/1980,0.53,34,0.58,66,0,0,20,0,,,,0.655576525,,
Jason Freeman,,6,4,0,187.96,102.06,,,,0,0,0,0,0,0,0,0,,,,0.586689751,,
Eddie Mendez,,8,3,1,177.8,83.91,,,,1.71,33,3.43,11,0,0,0,0,,,,0.812048418,,
Joe Neal,Nine Lives,6,2,0,167.64,61.23,,,,1.87,19,3.8,66,0,0,0,0,,,,0.833724181,,
Courtney Buck,,12,11,0,177.8,61.23,,Orthodox,3/19/1982,1.49,28,3.24,54,0,0,33,0,,,,0.784559368,,
Bartosz Fabinski,The Butcher,15,5,0,182.88,77.11,190.5,Orthodox,4/26/1986,2.23,68,1.46,51,7.1,70,80,0,,,,0.882268154,,
Steve Jennum,,2,3,0,177.8,97.52,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.5850862,,
Sim Kai Xiong,Kobra,5,1,0,165.1,56.7,167.64,Orthodox,9/6/1997,3.19,63,4.56,47,6.84,28,0,0,,,,1.003182331,,
Amir Aliakbari,,10,1,0,190.5,113.4,,,,0,0,0,0,0,0,0,0,,,,0.58333767,,
Melissa Dixon,No Mess,6,0,0,170.18,61.23,172.72,Orthodox,7/23/1991,3.47,54,3.2,55,0,0,75,0,,,,1.033847669,,
Courtney Turner,,0,3,0,187.96,77.11,,,,0,0,0,0,0,0,0,0,,,,0.584598295,,
Ray Sloan,,8,1,0,185.42,92.99,,,,0,0,0,0,0,0,0,0,,,,0.585490964,,
Thomas Diagne,,6,6,1,185.42,69.85,,,,4.53,48,4.53,63,2,100,66,0,,,,1.172595833,,
Olivier Murad,Warrior of God,6,0,0,177.8,65.77,182.88,Southpaw,12/21/1993,2.6,36,2.2,61,1,100,55,0,,,,0.922002639,,
Chi Lewis-Parry,Chopper,7,0,1,205.74,110.22,,,,0,0,0,0,0,0,0,0,,,,0.586332757,,
Jon Manley,,9,4,0,185.42,77.11,,Orthodox,7/7/1986,1.13,20,4.33,45,1,7,20,0,,,,0.732865637,,
Jae Suk Lim,,17,6,0,175.26,77.11,,Orthodox,11/9/1979,2.43,50,4.05,37,12.16,100,100,0,,,,0.900203558,,
Mychal Clark,,10,14,0,190.5,101.6,,Orthodox,,5.8,56,2.9,59,0,0,0,0,,,,1.323220983,,
Dominic Brown,,16,23,0,180.34,86.18,,,,0,0,0,0,0,0,0,0,,,,0.578324156,,
Emilio Cuellar,Show Kid,6,1,0,,56.7,,,,0,0,0,0,0,0,0,0,,,,0.579212725,,
Zarah Fairn,Infinite,6,6,0,172.72,61.23,182.88,Orthodox,12/10/1983,4.55,31,7.4,45,0,0,60,0,,,,1.165818402,,
Azunna Anyanwu,Zulu,14,5,0,185.42,113.85,,Orthodox,8/5/1981,2.47,42,2.47,69,0.65,100,0,0,,,,0.899195643,,
Hashem Arkhagha,,6,1,0,187.96,83.91,190.5,Orthodox,9/11/1989,1.84,44,8.97,43,0,0,50,0,,,,0.818009337,,
Albert Rios,,13,6,0,172.72,65.77,,,,0,0,0,0,0,0,0,0,,,,0.58102585,,
Tatsuya Ando,,13,3,1,,61.23,,,,0,0,0,0,0,0,0,0,,,,0.581922099,,
Won Jin Eoh,,5,5,1,170.18,72.57,,Orthodox,,3.74,44,3.58,46,0,0,50,0,,,,1.064433688,,
Karl Willis,,0,5,0,,,,,,0,0,0,0,0,0,0,0,,,,0.583113022,,
Guram Kutateladze,Georgian Viking,12,4,0,180.34,70.31,182.88,Orthodox,1/8/1992,4.62,45,4.53,56,0.69,18,75,0,,,,1.17933002,,
Khaos Williams,The OxFighter,14,3,0,182.88,77.11,195.58,Orthodox,3/30/1994,5.77,39,5.33,42,0,0,80,0,,,,1.328650913,,
Marcin Bandel,Bomba,15,7,0,177.8,70.31,,Orthodox,10/10/1989,0.79,50,5.26,23,0,0,0,0,,,,0.68602611,,
Loik Radzhabov,The Tajik Tank,17,5,1,180.34,70.31,175.26,Orthodox,9/17/1990,2.61,42,5.31,46,7.3,52,50,0,,,,0.92284127,,
Drakkar Klose,,14,2,1,175.26,70.31,177.8,Orthodox,3/9/1988,4.33,55,3.4,52,1.78,30,68,0,,,,1.139439141,,
Ruslan Magomedov,Leopard,14,1,0,190.5,109.77,198.12,Orthodox,11/26/1986,4.02,47,1.47,66,0.33,100,88,0,,,,1.098416039,,
Blood Diamond,,3,3,0,180.34,77.11,193.04,Switch,7/10/1988,3.12,55,2.17,48,0,0,73,0,,,,0.983254441,,
Viktor Pesta,,10,4,0,190.5,108.86,195.58,Orthodox,7/15/1990,1.58,36,2.54,56,3.29,28,100,0,,,,0.785051396,,
Jerron Peoples,,4,3,0,182.88,77.11,,,,0,0,0,0,0,0,0,0,,,,0.578149666,,
Lucas Gamaza,,8,4,0,,77.11,,,,7.57,31,6.99,45,0,0,0,0,,,,1.558291505,,
Xie Bin,The Stalker,8,4,0,177.8,65.77,180.34,Orthodox,2/28/1998,2.24,39,3.08,59,4.81,45,0,0,,,,0.870317512,,
Ron Henderson,,4,3,0,177.8,56.7,,,,2.53,25,3.6,48,1,20,0,0,,,,0.904892615,,
Ryan Larson,,6,2,0,,77.11,,,,0,0,0,0,0,0,0,0,,,,0.574261208,,
Randall Wallace,Braveheart,15,6,0,180.34,83.91,185.42,Orthodox,3/1/1989,1.13,38,4.11,45,2.13,50,0,0,,,,0.722569901,,
JJ Ambrose,,28,7,0,177.8,77.11,,Orthodox,,3.16,69,6.32,33,0,0,50,0,,,,0.986447106,,
Mike Davis,,2,0,0,,,,,,0,0,0,0,0,0,0,0,,,,0.573976535,,
Marcos Conrado Jr.,,5,1,0,187.96,99.79,,Orthodox,3/14/1982,1.6,34,9.69,35,1.84,14,0,0,,,,0.783916125,,
Maria Oliveira,Spider-Girl,13,7,0,167.64,52.16,175.26,Orthodox,12/12/1996,5.03,38,5.76,44,0.95,44,47,0,,,,1.231415022,,
Amiran Gogoladze,,14,3,0,185.42,77.11,187.96,Switch,12/9/1997,1.64,66,0.82,0,0,0,0,0,,,,0.788388566,,
Victoria Leonardo,Fury,9,6,0,165.1,56.7,162.56,Orthodox,2/16/1990,3.27,39,4.7,46,1.6,27,71,0,,,,1.002308198,,
Derek Downey,,11,4,0,185.42,83.91,,Orthodox,4/27/1980,0.32,100,3.36,12,2.4,16,0,0,,,,0.616105277,,
Wagner da Conceicao Martins,Zuluzinho,9,8,0,200.66,176.9,,Orthodox,5/19/1978,1.91,37,5.43,42,2.2,100,100,0,,,,0.82231205,,
Lolohea Mahe,,10,4,1,,,,,,1.71,29,6.92,40,2.44,40,0,0,,,,0.794886305,,
Sabah Homasi,,11,8,0,182.88,77.11,182.88,Orthodox,10/19/1988,4.98,48,6.91,47,2.8,50,66,0,,,,1.22301928,,
Timothy Cuamba,Twilight,7,1,0,175.26,65.77,180.34,Orthodox,2/8/1999,2.87,34,4.47,53,0,0,83,0,,,,0.943921998,,
Guilherme Costa,The Prodigy,7,1,0,,70.31,,,,0,0,0,0,0,0,0,0,,,,0.569594489,,
Galore Bofando,,5,3,0,180.34,77.11,182.88,Switch,5/22/1982,3.63,45,3.63,54,2.37,100,50,0,,,,1.044360195,,
Iouri Kotchkine,,7,4,1,187.96,106.59,,Orthodox,,0.67,38,4.92,15,0,0,25,0,,,,0.657303429,,
Jose Medina,Chicho,11,3,0,182.88,92.99,187.96,Orthodox,5/17/1991,1.6,26,4.87,53,0,0,14,0,,,,0.779032675,,
KJ Noons,King,13,9,0,177.8,70.31,177.8,Orthodox,12/7/1982,3.68,35,3.78,65,0.08,20,68,0,,,,1.050107879,,
Denys Bondar,Psycho,16,5,0,167.64,56.7,175.26,Orthodox,6/27/1992,4.89,45,6.42,56,2.75,50,62,0,,,,1.208929817,,
Andreas Spang,Sweet Swede,9,3,0,185.42,83.91,,,,0,0,0,0,0,0,0,0,,,,0.572210837,,
Steve Lopez,,13,6,1,180.34,70.31,,Orthodox,7/30/1984,1.39,24,2.69,62,0,0,37,0,,,,0.75288989,,
Jesse Strader,Sui Generis,5,3,0,170.18,61.23,177.8,Orthodox,5/29/1991,5.03,51,5.28,47,3.87,57,100,0,,,,1.22405885,,
Kailan Hill,,4,1,0,185.42,83.91,195.58,Southpaw,12/1/1994,2.6,53,4.8,37,3,42,0,0,,,,0.907072742,,
Ricky Palacios,El Gallero,10,1,0,167.64,65.77,,Orthodox,7/5/1987,7.73,53,3.27,59,0,0,100,0,,,,1.560755452,,
Eli Aronov,The Israeli Tank,6,1,0,177.8,83.91,182.88,Orthodox,6/6/1996,8.92,68,6.49,38,12.16,100,0,0,,,,1.724148538,,
Ivan Serati,,12,4,0,182.88,92.99,,Orthodox,,0.86,26,5.33,29,0,0,0,0,,,,0.688020547,,
Tom Nolan,Big Train,6,0,0,190.5,70.31,185.42,Southpaw,3/8/2000,9.4,54,1.45,50,0,0,0,0,,,,1.689446549,,
Montserrat Rendon,Monster,6,0,0,172.72,61.23,172.72,Orthodox,3/16/1989,4.6,37,4,44,3,60,100,0,,,,1.133734234,,
Luis Pajuelo,Corazon de Leon,8,1,0,177.8,65.77,175.26,Orthodox,12/18/1994,9.15,61,5.11,62,0,0,66,0,,,,1.669138624,,
Levi Avera,,18,15,0,185.42,77.11,,,,0,0,0,0,0,0,0,0,,,,0.582443772,,
Carlton Minus,Clutch,10,3,0,177.8,77.11,190.5,Orthodox,4/26/1993,3.5,40,4.97,50,0,0,58,0,,,,1.004333551,,
Chris Inman,,1,0,0,,,,,,0,0,0,0,0,0,0,0,,,,0.58372829,,
Kyle Bradley,,19,12,0,175.26,70.31,180.34,Orthodox,8/19/1982,1.99,40,3.45,58,0.65,50,40,0,,,,0.824083713,,
Asjabharan,,7,6,0,167.64,61.23,,,,0,0,0,0,0,0,0,0,,,,0.584813932,,
Paulo Santos,,0,3,0,,,,,,0,0,0,0,0,0,0,0,,,,0.585748103,,
Hakeem Dawodu,Mean,13,4,1,172.72,65.77,185.42,Orthodox,7/2/1991,5.45,50,3.37,56,0,0,65,0,,,,1.240122819,,
Cain Carrizosa,The Insane,10,3,0,172.72,70.31,,Orthodox,7/22/1986,2.72,42,5.8,51,0,0,14,0,,,,0.914343183,,
Dave Beneteau,Dangerous,6,5,1,187.96,113.4,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.586851994,,
Terrell Brown,,3,1,0,,83.91,,,,0,0,0,0,0,0,0,0,,,,0.587792729,,
Jimmy Quinlan,Crash,3,1,1,182.88,83.91,,Orthodox,5/25/1986,2.08,70,5.94,16,4.46,25,0,0,,,,0.838957856,,
Valmir Lazaro,Bidu,15,5,0,182.88,70.31,185.42,Orthodox,8/15/1985,4.87,37,4.09,61,1.33,40,96,0,,,,1.17143793,,
Jonathan Contrestano,JT,6,0,0,,70.31,,,,0,0,0,0,0,0,0,0,,,,0.585620935,,
Nohelin Hernandez,Suave,9,4,0,177.8,61.23,180.34,Orthodox,3/1/1994,1.32,34,2.63,52,0.71,50,37,0,,,,0.744976428,,
Sirwan Kakai,Zohan,12,5,0,165.1,61.23,,Orthodox,10/3/1989,3.57,41,4.63,62,4,42,83,0,,,,1.015022691,,
Tae Hyun Lee,,1,2,0,198.12,133.81,,Orthodox,1/17/1975,1.37,31,3.89,54,5.15,100,0,0,,,,0.748950835,,
Ante Delija,Walking Trouble,17,3,0,193.04,111.13,,Orthodox,8/7/1990,0,0,0,0,0,0,0,0,,,,0.58065498,,
Frank Hamaker,,1,0,0,,,,,,0,0,0,0,0,0,0,0,,,,0.581592281,,
Jeff Terry,,2,3,0,187.96,92.99,,,,1.09,50,9.27,19,0,0,100,0,,,,0.712628173,,
Sam Fulton,,0,2,0,,,,,,0,0,0,0,0,0,0,0,,,,0.583407692,,
Ido Pariente,,13,6,0,172.72,70.31,,Orthodox,,0,0,2.86,45,0,0,0,0,,,,0.584353368,,
Imani Lee,,2,4,0,,,,Orthodox,,0,0,0.94,33,0,0,0,0,,,,0.585302115,,
Herman Terrado,,15,3,1,,77.11,,,,0,0,0,0,0,0,0,0,,,,0.586253948,,
Rico Altamirano,,4,3,0,177.8,77.11,,,,0,0,0,0,0,0,0,0,,,,0.587208882,,
Roman Bravo-Young,,0,1,0,,92.99,,,,0,0,0,0,0,0,0,0,,,,0.588166931,,
Nick Urso,,10,3,0,167.64,56.7,167.64,Southpaw,9/26/1985,3.61,45,5.06,36,0,0,0,0,,,,1.014987003,,
Motoki Miyazawa,,7,3,0,180.34,76.2,,Southpaw,,1.23,28,3.91,61,0,0,0,0,,,,0.734890023,,
Marquel Mederos,,8,1,0,177.8,70.31,175.26,Orthodox,11/30/1996,5.78,60,1.93,63,0,0,100,0,,,,1.273098596,,
Cameron Rowston,Van Damme,8,2,0,,83.91,,,,0,0,0,0,0,0,0,0,,,,0.589755907,,
Batgerel Danaa,Storm,12,5,0,170.18,61.23,177.8,Orthodox,7/4/1989,5.38,36,4.21,47,0.52,50,62,0,,,,1.229477203,,
Daniel Weichel,The Weasel,39,9,0,177.8,65.77,177.8,,,5.71,42,4.05,61,0.84,50,83,0,,,,1.2707596,,
Dylan Salvador,,5,2,0,175.26,70.31,175.26,Southpaw,5/20/1993,4.34,37,11.57,46,0,0,0,0,,,,1.108541741,,
Juan Miranda,,7,5,0,,70.31,,,,0,0,0,0,0,0,0,0,,,,0.590383156,,
Mehdi Baghdad,The Sultan,11,5,0,185.42,70.31,,Orthodox,4/13/1985,3.13,30,4.56,46,0,0,33,0,,,,0.965796097,,
Sean Salmon,,18,21,0,177.8,83.91,,Southpaw,9/11/1977,1.49,33,2.03,65,4.06,50,0,0,,,,0.770352789,,
Jeremy Hamilton,Hawk,9,2,0,,83.91,,,,0,0,0,0,0,0,0,0,,,,0.588216479,,
Bob Sapp,The Beast,11,20,0,195.58,158.76,,Orthodox,9/22/1974,3.19,55,1.88,49,0.58,100,72,0,,,,0.971771138,,
Aji Susilo,,6,4,0,177.8,70.31,,,,0,0,0,0,0,0,0,0,,,,0.589374269,,
Michelle Maher,,1,2,0,,65.77,,,,0,0,0,0,0,0,0,0,,,,0.590345976,,
Ramiro Hernandez,Junior,19,9,0,175.26,61.23,,Orthodox,7/22/1986,2.72,28,5.51,64,0,0,0,0,,,,0.916574231,,
David Velasquez,Little,10,10,0,165.1,65.77,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.591924216,,
Raquel Pa'aluhi,Rocky,6,5,0,170.18,61.23,,,,1.71,56,3.42,46,0,0,18,0,,,,0.797187001,,
Yazmin Jauregui,,10,1,0,160.02,52.16,162.56,Orthodox,2/28/1999,6.26,41,4.87,54,0,0,100,0,,,,1.341239503,,
Nate Quarry,Rock,12,4,0,182.88,83.91,182.88,Open Stance,3/18/1972,4.96,44,2.8,66,0.25,33,60,0,,,,1.190038578,,
Leonardo Morales,Chimy,6,2,0,172.72,61.23,,Southpaw,12/22/1992,2.05,47,2.05,58,0,0,62,0,,,,0.84050875,,
Mateo Vogel,Carrapato,8,3,0,172.72,65.77,180.34,Orthodox,3/5/1996,4.47,46,2.87,65,1,16,0,0,,,,1.133765132,,
Yamato Nishikawa,,21,3,6,170.18,70.31,,Orthodox,12/6/2002,0,0,0,0,0,0,0,0,,,,0.593480468,,
Hiroko Yamanaka,Cat's Eye,13,3,0,180.34,61.23,,,,2.1,26,3.54,63,0,0,100,0,,,,0.847952571,,
Manolo Zecchini,Angelo Veneziano,11,4,0,172.72,65.77,172.72,Orthodox,10/22/1996,2.34,21,6.75,46,0,0,0,0,,,,0.877683807,,
Akihito Tanaka,Kinniku Mantaro,2,2,0,,,,Southpaw,,0.19,50,2.05,38,5.59,66,0,0,,,,0.618866457,,
Jin Bala,,23,3,0,175.26,70.31,,,,0,0,0,0,0,0,0,0,,,,0.588000785,,
Veta Arteaga,,3,1,0,170.18,56.7,,,,3.2,36,1.92,65,0,0,40,0,,,,0.980006689,,
Alexander Shlemenko,Storm,56,9,0,180.34,83.91,,,,4.36,60,1.71,63,0,0,0,0,,,,1.123076864,,
Adriano Santos,,0,1,0,,,,,,0,0,0,0,0,0,0,0,,,,0.589528719,,
Brad Riddell,Quake,10,4,0,170.18,70.31,180.34,Orthodox,9/30/1991,4.71,53,3.53,53,1.77,36,63,0,,,,1.1680768,,
Carlos Huachin,Perro Malo,10,5,1,162.56,61.23,170.18,Southpaw,6/4/1996,2.1,21,4.8,50,0,0,66,0,,,,0.847476507,,
Larry Parker,,13,6,1,180.34,92.99,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.591312683,,
ChangHo Lee,,9,1,0,172.72,61.23,175.26,Orthodox,5/9/1994,4.3,69,1.03,47,4.3,35,25,0,,,,1.117456413,,
Carlos Felipe,Boi,11,2,0,182.88,111.13,190.5,Orthodox,1/12/1995,4.88,45,5.6,50,0,0,72,0,,,,1.181896232,,
Rodolfo Rubio Perez,Fito,10,16,1,165.1,65.77,,Orthodox,1/29/1987,1.13,36,1,62,2,33,33,0,,,,0.729131876,,
Lucasz Sudolski,,8,1,0,193.04,92.99,190.5,Orthodox,6/15/1993,5.7,67,4.89,28,0,0,100,0,,,,1.283841987,,
Melton Bowen,The Punisher,0,1,0,182.88,102.06,,Orthodox,7/16/1969,0,0,0,0,0,0,0,0,,,,0.58972454,,
Edson Drago,,11,7,0,193.04,99.79,,Orthodox,8/29/1977,1.16,40,2.39,36,0,0,55,0,,,,0.732568789,,
Jarjis Danho,Man Mountain,7,1,1,190.5,120.2,187.96,Orthodox,10/15/1983,3.38,50,5.25,49,0.51,16,100,0,,,,1.004559491,,
Dave Herman,,22,6,0,193.04,109.77,195.58,Orthodox,10/3/1984,4.98,60,3.78,48,1.49,100,58,0,,,,1.200813861,,
Bob Schrijber,Dirty,20,17,1,182.88,108.86,,Orthodox,,0,0,0,0,0,0,0,0,,,,0.591888191,,
Dominic Waters,Sho Nuff,9,5,0,185.42,77.11,200.66,Orthodox,4/11/1989,0.48,23,2.53,39,4.07,52,28,0,,,,0.651402524,,
Derrick Burnsed,,1,0,3,,70.31,,,,0,0,0,0,0,0,0,0,,,,0.587735339,,
Josh Diekmann,The Freight Train,15,8,0,162.56,111.58,,,,0.28,5,8.17,25,0,0,0,0,,,,0.623075241,,
Yasuhiro Urushitani,,21,8,6,165.1,56.7,,Southpaw,9/8/1976,3.47,39,4.71,65,0,0,80,0,,,,1.014689515,,
Danny Barlow,LeftHand2God,7,0,0,187.96,77.11,200.66,Southpaw,8/2/1995,12.15,57,5.32,61,0,0,0,0,,,,2.081215469,,
Bentley Syler,Bolivia,5,1,0,162.56,56.7,,Orthodox,12/22/1982,1.3,18,1.73,79,0,0,75,0,,,,0.748614664,,
Mario Miranda,,14,7,0,190.5,83.91,187.96,Orthodox,7/12/1979,1.96,54,2.46,36,1.02,60,54,0,,,,0.832839202,,
Valesca Machado,Tina Black,8,3,0,162.56,52.16,160.02,Orthodox,5/6/1996,2.4,32,2.87,64,0,0,76,0,,,,0.888306857,,
Bibulatov Magomed,Chaborz,14,2,0,165.1,56.7,165.1,Orthodox,8/22/1988,3.6,51,1.83,52,2.85,40,75,0,,,,1.04094924,,
Jason Saggo,,12,4,0,180.34,70.31,180.34,Orthodox,11/23/1985,2.5,39,2.94,52,2.33,40,23,0,,,,0.899910053,,
Seth Kleinbeck,Mass Destruction,8,4,0,187.96,83.91,,,,2.55,33,2.42,40,0.98,25,90,0,,,,0.904840208,,
Aiemann Zahabi,,10,2,0,172.72,61.23,172.72,Orthodox,11/19/1987,3.04,43,3.4,72,0.25,16,75,0,,,,0.966450006,,
Yusuke Kasuya,,9,3,0,170.18,70.31,,Southpaw,11/16/1989,2.17,44,4.34,48,1.36,33,0,0,,,,0.857606056,,
Ashe Bowman,The Archer,9,11,0,175.26,70.31,,,,2.43,42,4.86,57,0,0,0,0,,,,0.889901614,,
Yoshiaki Yatsu,,0,2,0,185.42,74.84,,Orthodox,7/19/1956,0,0,5.57,48,0,0,0,0,,,,0.584421272,,
Steve Vigneault,Lionheart,12,6,0,177.8,83.91,,Orthodox,2/14/1978,2.19,28,5.75,44,0,0,100,0,,,,0.861003903,,
Cody Sons,,3,7,0,175.26,92.99,,,,0,0,0,0,0,0,0,0,,,,0.586175847,,
Melchor Manibusan,Barracuda,2,4,0,165.1,69.85,,Southpaw,12/27/1976,1.58,54,5.79,15,0,0,0,0,,,,0.785681674,,
Hugh Pulley,,6,3,0,182.88,70.31,,,,4.47,63,3.27,57,4,66,69,0,,,,1.149325051,,
Nicolae Negumereanu,,13,2,0,182.88,92.99,198.12,Orthodox,9/4/1994,3.58,41,5.56,39,1.02,28,62,0,,,,1.033032515,,
Yusaku Nakamura,,14,4,1,165.1,65.77,,,,1.72,45,3.67,55,0,0,83,0,,,,0.801827429,,
Drew Brokenshire,,16,6,0,,,,,,0,0,0,0,0,0,0,0,,,,0.588859502,,
Remo Cardarelli,,7,5,0,,61.23,,,,2.27,47,1.47,59,0,0,100,0,,,,0.871437524,,
